"Date","Price","Open","High","Low","Vol.","Change %"
"04/19/2018","295.66","299.50","299.50","293.81","179.31M","-1.42%"
"04/18/2018","299.93","300.99","301.65","299.88","149.57M","-0.20%"
"04/17/2018","300.52","297.95","302.03","296.88","185.54M","1.18%"
"04/16/2018","297.02","296.24","297.98","295.10","171.03M","0.58%"
"04/13/2018","295.30","294.70","295.68","293.74","163.59M","0.41%"
"04/12/2018","294.08","297.57","297.80","293.36","192.93M","-1.02%"
"04/11/2018","297.12","295.51","299.42","295.51","166.94M","0.22%"
"04/10/2018","296.48","299.01","299.41","295.65","190.32M","-0.38%"
"04/09/2018","297.61","298.71","300.04","297.23","175.02M","-0.17%"
"04/06/2018","298.13","300.04","302.07","297.31","185.24M","-0.80%"
"04/05/2018","300.52","300.73","300.83","298.44","176.11M","-0.03%"
"04/04/2018","300.60","295.95","301.18","295.08","208.07M","1.11%"
"04/03/2018","297.29","295.88","298.47","294.31","222.98M","0.61%"
"04/02/2018","295.48","299.67","300.18","293.67","216.31M","-1.38%"
"03/29/2018","299.62","300.07","300.92","298.52","242.04M","-0.05%"
"03/28/2018","299.77","295.26","300.56","295.25","257.86M","1.68%"
"03/27/2018","294.82","294.14","298.65","291.66","244.11M","0.20%"
"03/26/2018","294.22","292.62","294.64","291.11","190.09M","1.29%"
"03/23/2018","290.46","295.44","296.14","289.86","228.18M","-1.60%"
"03/22/2018","295.19","295.82","299.93","295.11","223.77M","-0.54%"
"03/21/2018","296.78","299.18","299.56","295.50","182.25M","-0.77%"
"03/20/2018","299.09","299.68","301.39","298.03","192.81M","-0.15%"
"03/19/2018","299.54","301.91","301.91","297.75","182.91M","-0.89%"
"03/16/2018","302.22","300.42","302.61","299.46","300.32M","0.60%"
"03/15/2018","300.43","301.05","301.52","299.10","201.23M","-0.13%"
"03/14/2018","300.81","300.91","301.82","299.85","199.29M","0.02%"
"03/13/2018","300.75","301.02","302.49","299.85","192.62M","0.12%"
"03/12/2018","300.40","298.81","301.03","298.46","203.70M","0.54%"
"03/09/2018","298.80","297.52","298.81","295.81","195.57M","0.61%"
"03/08/2018","296.98","296.08","297.33","295.06","178.01M","0.44%"
"03/07/2018","295.68","293.06","296.02","292.90","213.21M","0.56%"
"03/06/2018","294.04","292.69","294.80","291.06","206.13M","0.49%"
"03/05/2018","292.62","288.15","293.76","287.94","228.57M","1.21%"
"03/02/2018","289.13","288.78","289.43","286.21","227.74M","-0.16%"
"03/01/2018","289.59","290.05","293.41","288.42","288.67M","-0.37%"
"02/28/2018","290.68","292.49","294.68","290.58","296.91M","-0.19%"
"02/27/2018","291.23","297.87","297.87","291.18","237.78M","-2.18%"
"02/26/2018","297.73","297.26","297.93","295.73","190.27M","0.37%"
"02/23/2018","296.62","292.79","296.62","292.57","194.05M","1.67%"
"02/22/2018","291.74","289.68","293.96","289.68","226.61M","1.00%"
"02/21/2018","288.86","293.71","294.71","288.83","252.94M","-1.71%"
"02/20/2018","293.89","296.36","298.76","293.75","227.98M","-1.21%"
"02/16/2018","297.49","295.22","298.52","295.17","253.12M","0.75%"
"02/15/2018","295.28","292.60","295.77","291.94","239.24M","1.04%"
"02/14/2018","292.24","291.36","292.62","287.96","264.36M","-0.49%"
"02/13/2018","293.67","291.49","294.55","289.63","231.93M","0.57%"
"02/12/2018","292.02","292.19","292.88","284.60","287.79M","0.26%"
"02/09/2018","291.25","286.22","293.34","282.97","344.24M","2.18%"
"02/08/2018","285.03","293.55","295.54","285.03","291.01M","-2.95%"
"02/07/2018","293.70","294.46","299.02","293.67","257.94M","-0.42%"
"02/06/2018","294.95","291.92","296.64","289.25","359.07M","-0.01%"
"02/05/2018","294.98","302.43","304.75","294.61","310.68M","-2.81%"
"02/02/2018","303.52","305.06","305.58","301.56","247.76M","-1.06%"
"02/01/2018","306.77","311.88","313.30","306.32","234.93M","-1.72%"
"01/31/2018","312.15","307.48","312.18","307.37","327.14M","1.67%"
"01/30/2018","307.01","307.67","308.25","306.31","224.73M","-0.60%"
"01/29/2018","308.86","312.59","312.59","308.75","219.97M","-1.29%"
"01/26/2018","312.90","313.62","313.73","310.90","182.35M","-0.04%"
"01/25/2018","313.02","313.45","313.63","311.28","190.60M","-0.09%"
"01/24/2018","313.31","314.48","314.81","312.25","196.03M","-0.38%"
"01/23/2018","314.50","311.03","314.50","311.03","189.88M","1.29%"
"01/22/2018","310.48","308.02","310.49","307.75","182.70M","0.88%"
"01/19/2018","307.77","305.96","307.81","305.43","194.70M","0.69%"
"01/18/2018","305.65","308.25","308.27","305.21","198.14M","-1.03%"
"01/17/2018","308.83","307.59","309.32","306.64","216.38M","0.70%"
"01/16/2018","306.68","306.68","311.44","306.56","204.19M","0.27%"
"01/12/2018","305.86","308.24","308.24","305.22","187.61M","-0.76%"
"01/11/2018","308.19","309.88","310.49","307.47","179.55M","-0.35%"
"01/10/2018","309.26","311.97","311.97","307.84","217.66M","-1.30%"
"01/09/2018","313.34","317.00","317.13","313.26","184.53M","-1.13%"
"01/08/2018","316.92","315.30","317.42","315.26","163.94M","0.53%"
"01/05/2018","315.24","315.41","315.53","314.25","161.07M","0.19%"
"01/04/2018","314.65","319.57","319.69","314.65","192.40M","-1.57%"
"01/03/2018","319.67","320.26","321.12","318.91","179.59M","-0.13%"
"01/02/2018","320.09","322.22","322.40","319.64","180.27M","-0.50%"
"12/29/2017","321.69","322.37","322.90","321.35","142.25M","-0.18%"
"12/28/2017","322.27","320.76","322.27","319.63","152.20M","0.29%"
"12/27/2017","321.34","320.82","321.85","320.29","140.70M","0.34%"
"12/26/2017","320.24","318.72","320.92","318.28","107.89M","0.49%"
"12/22/2017","318.69","317.18","318.96","316.67","137.01M","0.63%"
"12/21/2017","316.71","318.28","318.59","316.42","161.16M","-0.29%"
"12/20/2017","317.62","321.02","321.62","317.62","203.34M","-1.02%"
"12/19/2017","320.88","327.21","327.39","320.52","230.76M","-1.94%"
"12/18/2017","327.22","326.42","328.74","326.42","208.62M","0.47%"
"12/15/2017","325.70","324.70","326.24","324.65","404.49M","0.47%"
"12/14/2017","324.18","324.37","325.40","323.83","180.49M","-0.12%"
"12/13/2017","324.58","324.63","326.32","324.26","205.73M","0.13%"
"12/12/2017","324.17","323.49","325.03","321.98","199.68M","0.38%"
"12/11/2017","322.94","322.65","323.05","321.83","161.07M","0.07%"
"12/08/2017","322.70","322.43","323.21","321.47","160.01M","0.30%"
"12/07/2017","321.75","320.06","322.09","319.57","171.58M","0.43%"
"12/06/2017","320.37","320.46","321.07","319.03","169.87M","-0.03%"
"12/05/2017","320.46","322.27","322.35","320.40","182.45M","-0.53%"
"12/04/2017","322.16","325.62","326.30","322.11","208.72M","-0.80%"
"12/01/2017","324.77","324.63","325.60","321.89","205.37M","0.20%"
"11/30/2017","324.12","324.29","324.98","323.25","254.68M","0.04%"
"11/29/2017","323.98","324.06","324.73","322.37","192.30M","-0.12%"
"11/28/2017","324.37","325.45","325.60","322.96","202.31M","-0.27%"
"11/27/2017","325.26","326.70","326.84","325.26","154.24M","-0.36%"
"11/24/2017","326.45","326.36","326.94","326.12","64.06M","0.25%"
"11/22/2017","325.65","326.08","326.69","325.09","151.87M","-0.26%"
"11/21/2017","326.49","324.85","326.66","324.82","207.55M","0.67%"
"11/20/2017","324.32","325.04","325.26","323.86","177.91M","-0.18%"
"11/17/2017","324.91","325.58","326.48","324.61","177.40M","-0.42%"
"11/16/2017","326.29","324.69","326.90","324.41","188.18M","0.55%"
"11/15/2017","324.52","326.73","326.73","324.38","214.28M","-0.87%"
"11/14/2017","327.38","327.39","328.03","326.71","190.08M","-0.14%"
"11/13/2017","327.84","327.09","328.30","326.47","211.47M","0.37%"
"11/10/2017","326.62","325.43","327.42","325.28","174.87M","0.01%"
"11/09/2017","326.60","325.56","328.22","325.34","206.95M","-0.03%"
"11/08/2017","326.69","324.60","327.21","324.50","215.56M","0.62%"
"11/07/2017","324.68","322.24","325.26","322.19","274.73M","0.78%"
"11/06/2017","322.17","319.38","323.07","319.38","217.89M","1.15%"
"11/03/2017","318.50","317.47","319.29","316.30","243.01M","-0.18%"
"11/02/2017","319.06","317.45","320.55","317.45","236.59M","0.65%"
"11/01/2017","316.99","317.31","318.09","316.34","197.54M","0.07%"
"10/31/2017","316.76","315.44","316.79","313.92","233.89M","0.21%"
"10/30/2017","316.10","315.39","317.38","314.79","197.90M","0.17%"
"10/27/2017","315.57","314.01","316.21","312.29","215.28M","0.46%"
"10/26/2017","314.13","316.89","317.17","313.45","219.41M","-0.59%"
"10/25/2017","316.00","317.08","317.35","314.23","196.75M","-0.38%"
"10/24/2017","317.19","318.80","319.21","316.10","189.02M","-0.51%"
"10/23/2017","318.80","320.71","320.87","318.58","170.97M","-0.50%"
"10/20/2017","320.40","321.57","321.60","319.25","197.66M","-0.30%"
"10/19/2017","321.35","321.49","322.19","320.12","192.43M","-0.13%"
"10/18/2017","321.77","321.91","322.75","321.23","168.03M","-0.13%"
"10/17/2017","322.18","321.56","322.34","321.16","153.51M","0.08%"
"10/16/2017","321.92","323.29","323.47","321.71","149.71M","-0.41%"
"10/13/2017","323.23","323.56","324.15","322.04","161.41M","0.19%"
"10/12/2017","322.62","320.60","322.63","320.43","177.05M","0.59%"
"10/11/2017","320.74","319.55","321.23","319.44","171.28M","0.44%"
"10/10/2017","319.35","319.39","321.22","318.64","175.91M","0.19%"
"10/09/2017","318.75","318.28","319.35","317.94","124.84M","0.17%"
"10/06/2017","318.22","317.91","318.31","315.67","212.64M","-0.37%"
"10/05/2017","319.41","319.04","320.61","318.94","177.92M","0.31%"
"10/04/2017","318.41","316.09","318.53","315.57","167.24M","0.67%"
"10/03/2017","316.28","316.33","316.73","315.47","163.02M","0.01%"
"10/02/2017","316.24","317.28","317.71","315.92","179.56M","-0.21%"
"09/29/2017","316.91","316.01","317.08","315.43","201.35M","0.06%"
"09/28/2017","316.73","314.77","316.84","313.80","189.33M","0.44%"
"09/27/2017","315.33","317.48","317.48","314.32","225.01M","-0.78%"
"09/26/2017","317.80","317.87","318.71","317.40","224.08M","0.02%"
"09/25/2017","317.73","316.50","318.69","316.50","186.37M","0.49%"
"09/22/2017","316.19","318.06","319.09","315.87","161.70M","-0.57%"
"09/21/2017","318.01","318.75","320.38","318.01","152.09M","-0.29%"
"09/20/2017","318.92","320.05","320.85","317.53","179.59M","-0.26%"
"09/19/2017","319.75","322.47","322.58","319.32","209.55M","-0.80%"
"09/18/2017","322.34","323.66","324.26","321.42","177.96M","-0.41%"
"09/15/2017","323.68","322.89","323.84","321.28","301.73M","0.26%"
"09/14/2017","322.85","320.73","322.96","319.45","181.76M","0.53%"
"09/13/2017","321.14","322.19","322.19","320.19","220.30M","-0.38%"
"09/12/2017","322.37","325.31","325.75","321.30","158.58M","-1.01%"
"09/11/2017","325.67","323.80","325.95","323.80","172.86M","0.76%"
"09/08/2017","323.21","322.76","324.21","322.16","164.76M","0.00%"
"09/07/2017","323.21","321.70","323.67","321.61","166.01M","0.57%"
"09/06/2017","321.37","321.54","323.13","321.10","182.04M","0.17%"
"09/05/2017","320.82","321.80","322.62","319.20","179.25M","-0.25%"
"09/01/2017","321.61","321.67","322.76","320.82","134.34M","0.07%"
"08/31/2017","321.38","319.97","322.19","319.75","242.94M","0.64%"
"08/30/2017","319.34","317.14","319.34","316.10","143.38M","0.58%"
"08/29/2017","317.51","317.55","318.85","317.43","147.19M","-0.18%"
"08/28/2017","318.09","319.90","320.29","317.24","149.90M","-0.47%"
"08/25/2017","319.60","319.29","320.84","318.36","134.35M","0.43%"
"08/24/2017","318.24","319.25","320.74","318.13","180.66M","-0.12%"
"08/23/2017","318.63","315.68","319.10","315.51","144.95M","0.80%"
"08/22/2017","316.11","316.60","317.41","315.14","149.55M","-0.08%"
"08/21/2017","316.37","313.53","316.81","313.08","148.84M","0.97%"
"08/18/2017","313.33","314.82","314.86","312.61","209.40M","-0.72%"
"08/17/2017","315.59","317.54","318.50","315.58","181.59M","-0.70%"
"08/16/2017","317.83","317.16","318.78","317.15","224.36M","0.35%"
"08/15/2017","316.72","317.16","317.16","314.75","204.85M","-0.34%"
"08/14/2017","317.80","314.03","318.06","314.03","187.03M","1.60%"
"08/11/2017","312.81","313.60","313.77","311.64","201.06M","-0.52%"
"08/10/2017","314.43","316.31","316.56","314.43","178.63M","-0.80%"
"08/09/2017","316.96","317.27","317.81","316.08","200.99M","-0.11%"
"08/08/2017","317.32","318.47","318.84","316.50","194.56M","-0.51%"
"08/07/2017","318.95","319.22","319.37","317.72","157.70M","-0.06%"
"08/04/2017","319.14","318.29","319.82","318.16","200.84M","0.28%"
"08/03/2017","318.25","318.85","319.91","317.57","198.56M","-0.26%"
"08/02/2017","319.09","320.67","320.67","318.06","225.53M","-0.64%"
"08/01/2017","321.14","321.28","322.25","319.10","201.62M","0.39%"
"07/31/2017","319.89","320.00","320.33","317.56","251.51M","0.04%"
"07/28/2017","319.77","320.23","321.05","319.06","197.00M","-0.15%"
"07/27/2017","320.25","319.52","321.50","317.67","233.91M","-0.04%"
"07/26/2017","320.39","318.87","321.19","318.23","190.87M","0.53%"
"07/25/2017","318.71","318.87","318.93","316.77","299.53M","0.09%"
"07/24/2017","318.41","318.76","319.00","317.10","171.83M","-0.12%"
"07/21/2017","318.78","318.57","318.98","317.38","189.89M","0.14%"
"07/20/2017","318.33","319.86","320.15","318.28","190.33M","-0.42%"
"07/19/2017","319.67","317.32","319.68","316.61","182.28M","0.77%"
"07/18/2017","317.24","316.59","318.37","316.55","270.20M","-0.21%"
"07/17/2017","317.91","316.74","318.46","316.07","183.50M","0.37%"
"07/14/2017","316.73","314.81","317.11","314.81","154.86M","0.98%"
"07/13/2017","313.65","313.45","314.46","313.13","156.98M","0.11%"
"07/12/2017","313.31","311.36","314.56","311.36","168.18M","1.26%"
"07/11/2017","309.40","309.94","310.20","307.47","165.00M","-0.05%"
"07/10/2017","309.55","312.74","313.01","309.55","178.42M","-0.91%"
"07/07/2017","312.40","310.90","312.92","310.21","163.50M","0.61%"
"07/06/2017","310.51","314.81","314.86","310.17","217.42M","-1.77%"
"07/05/2017","316.09","319.71","320.00","315.36","206.13M","-1.17%"
"07/03/2017","319.84","317.39","320.31","316.86","106.97M","1.07%"
"06/30/2017","316.44","317.28","318.59","315.75","213.28M","-0.03%"
"06/29/2017","316.53","318.79","318.79","315.77","225.00M","-1.09%"
"06/28/2017","320.03","320.40","321.26","319.27","217.98M","-0.12%"
"06/27/2017","320.40","322.30","323.77","320.39","234.59M","-0.62%"
"06/26/2017","322.40","321.66","323.28","321.52","197.02M","0.58%"
"06/23/2017","320.54","319.38","321.89","319.28","389.22M","0.42%"
"06/22/2017","319.20","318.57","319.94","317.65","218.41M","0.13%"
"06/21/2017","318.78","319.98","320.35","317.24","200.07M","-0.36%"
"06/20/2017","319.93","321.02","321.80","318.10","205.67M","-0.33%"
"06/19/2017","320.99","320.60","321.04","319.50","187.06M","0.18%"
"06/16/2017","320.41","320.63","321.15","319.16","332.43M","-0.09%"
"06/15/2017","320.69","318.45","321.50","317.99","189.84M","0.33%"
"06/14/2017","319.65","320.39","321.53","318.62","221.54M","0.26%"
"06/13/2017","318.83","317.85","319.02","316.92","209.06M","0.18%"
"06/12/2017","318.26","315.40","318.28","315.15","271.08M","0.60%"
"06/09/2017","316.36","314.27","317.12","313.53","242.60M","0.61%"
"06/08/2017","314.43","315.36","315.41","311.69","208.49M","-0.24%"
"06/07/2017","315.18","313.71","315.41","313.61","214.72M","0.48%"
"06/06/2017","313.66","315.04","315.06","313.27","189.28M","-0.45%"
"06/05/2017","315.08","315.98","316.13","314.09","174.87M","-0.45%"
"06/02/2017","316.50","315.04","317.15","314.93","232.18M","0.83%"
"06/01/2017","313.90","312.18","314.21","310.92","246.16M","0.55%"
"05/31/2017","312.17","312.45","313.52","311.07","275.34M","0.02%"
"05/30/2017","312.12","313.23","313.74","312.11","156.52M","-0.37%"
"05/26/2017","313.29","315.13","315.34","312.51","154.85M","-0.60%"
"05/25/2017","315.17","315.30","316.54","314.16","213.71M","0.17%"
"05/24/2017","314.65","312.81","314.92","312.81","193.86M","0.67%"
"05/23/2017","312.55","312.48","313.63","312.29","182.63M","0.16%"
"05/22/2017","312.05","311.13","312.72","310.77","180.80M","0.36%"
"05/19/2017","310.94","309.78","312.31","307.92","232.76M","0.59%"
"05/18/2017","309.12","307.79","309.74","305.85","247.87M","0.33%"
"05/17/2017","308.11","305.95","309.48","305.95","273.93M","0.44%"
"05/16/2017","306.77","308.58","308.58","306.13","228.83M","-0.58%"
"05/15/2017","308.55","307.27","310.38","307.23","205.20M","0.42%"
"05/12/2017","307.27","308.32","308.66","307.00","190.55M","-0.35%"
"05/11/2017","308.34","308.74","308.74","306.36","226.18M","-0.53%"
"05/10/2017","309.98","308.09","310.96","307.68","249.45M","0.57%"
"05/09/2017","308.21","310.09","310.20","307.21","280.56M","-0.60%"
"05/08/2017","310.06","312.22","312.53","308.49","290.53M","-0.56%"
"05/05/2017","311.80","309.54","311.81","309.47","307.50M","0.89%"
"05/04/2017","309.06","309.27","309.31","306.00","366.79M","-0.41%"
"05/03/2017","310.32","314.79","314.79","309.55","271.11M","-1.26%"
"05/02/2017","314.28","315.04","315.65","313.24","269.31M","-0.17%"
"05/01/2017","314.82","313.55","315.35","312.31","252.86M","0.61%"
"04/28/2017","312.92","315.57","315.57","312.00","270.70M","-0.91%"
"04/27/2017","315.80","316.06","317.66","315.34","214.02M","0.14%"
"04/26/2017","315.36","317.36","317.96","315.00","273.46M","-0.74%"
"04/25/2017","317.70","317.54","318.16","316.59","198.65M","0.29%"
"04/24/2017","316.78","321.27","321.35","314.52","229.97M","-0.86%"
"04/21/2017","319.54","320.45","320.77","319.20","201.77M","-0.36%"
"04/20/2017","320.70","320.90","321.04","318.97","213.72M","0.01%"
"04/19/2017","320.68","321.24","321.94","320.22","171.92M","-0.17%"
"04/18/2017","321.24","320.19","321.32","319.96","166.86M","0.23%"
"04/17/2017","320.49","317.25","320.49","317.24","167.19M","1.23%"
"04/13/2017","316.59","317.27","317.90","316.35","155.56M","-0.21%"
"04/12/2017","317.25","317.63","318.53","316.68","165.28M","-0.19%"
"04/11/2017","317.84","316.03","318.17","315.81","178.27M","0.61%"
"04/10/2017","315.91","314.04","316.27","313.68","147.58M","0.62%"
"04/07/2017","313.97","313.64","315.16","313.31","171.79M","0.13%"
"04/06/2017","313.57","311.62","313.88","310.41","191.72M","0.57%"
"04/05/2017","311.80","311.93","313.58","311.57","202.64M","0.04%"
"04/04/2017","311.66","311.45","313.27","310.94","196.92M","-0.05%"
"04/03/2017","311.82","311.54","312.24","310.62","179.93M","0.06%"
"03/31/2017","311.62","309.85","312.35","309.67","200.21M","0.50%"
"03/30/2017","310.07","309.03","310.26","307.02","146.43M","0.22%"
"03/29/2017","309.38","307.83","309.38","306.98","178.30M","0.18%"
"03/28/2017","308.83","307.25","309.05","305.55","200.77M","0.47%"
"03/27/2017","307.37","308.54","309.92","306.28","176.12M","-0.69%"
"03/24/2017","309.51","310.21","311.31","309.02","167.95M","-0.08%"
"03/23/2017","309.76","307.48","311.74","307.30","200.58M","0.65%"
"03/22/2017","307.75","308.00","308.22","305.06","203.55M","0.08%"
"03/21/2017","307.49","308.96","309.96","307.23","197.15M","-0.28%"
"03/20/2017","308.36","308.74","309.53","307.86","149.05M","-0.04%"
