"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2013","268.02","267.37","268.38","266.42","36.86M","0.45%"
"07/16/2013","266.82","267.24","268.04","266.20","32.46M","-0.14%"
"07/15/2013","267.19","266.63","267.61","265.68","26.66M","0.19%"
"07/12/2013","266.69","268.26","268.38","265.45","30.37M","-0.51%"
"07/11/2013","268.05","261.86","268.22","261.86","42.17M","2.71%"
"07/10/2013","260.97","260.64","261.68","259.26","36.85M","0.00%"
"07/09/2013","260.98","258.38","261.89","258.08","38.26M","1.29%"
"07/08/2013","257.66","257.18","259.65","257.18","43.78M","0.23%"
"07/05/2013","257.06","258.96","258.96","251.85","47.15M","-0.57%"
"07/03/2013","258.54","259.97","259.97","255.93","31.10M","-0.78%"
"07/02/2013","260.57","257.32","261.14","257.32","47.44M","1.23%"
"07/01/2013","257.41","259.16","260.65","256.94","42.38M","-0.44%"
"06/28/2013","258.56","259.68","260.48","256.99","123.67M","-0.55%"
"06/27/2013","259.98","256.16","260.24","256.16","46.27M","1.81%"
"06/26/2013","255.35","252.93","256.31","252.93","51.56M","1.14%"
"06/25/2013","252.47","248.60","253.68","248.60","52.50M","1.85%"
"06/24/2013","247.89","248.71","253.15","242.90","68.37M","-0.65%"
"06/21/2013","249.52","246.52","251.44","245.30","124.58M","1.28%"
"06/20/2013","246.37","255.53","255.53","245.27","67.38M","-4.02%"
"06/19/2013","256.68","265.31","265.66","256.14","59.97M","-3.15%"
"06/18/2013","265.03","264.02","266.47","262.76","39.33M","0.42%"
"06/17/2013","263.93","264.28","266.35","262.29","38.21M","0.17%"
"06/14/2013","263.49","262.49","266.76","262.20","41.85M","0.29%"
"06/13/2013","262.73","255.15","263.44","254.75","49.49M","2.90%"
"06/12/2013","255.33","259.72","260.23","254.67","40.45M","-1.50%"
"06/11/2013","259.21","261.98","261.98","259.12","38.88M","-1.49%"
"06/10/2013","263.13","265.78","266.10","262.61","35.53M","-0.92%"
"06/07/2013","265.57","266.48","266.85","262.13","37.73M","-0.16%"
"06/06/2013","265.99","260.88","266.01","259.73","42.13M","1.88%"
"06/05/2013","261.09","263.43","264.44","260.49","41.35M","-1.01%"
"06/04/2013","263.75","267.09","267.62","263.70","47.24M","-1.20%"
"06/03/2013","266.94","266.05","268.44","263.95","62.32M","0.31%"
"05/31/2013","266.11","269.11","271.12","266.06","83.59M","-1.27%"
"05/30/2013","269.54","272.23","273.87","269.30","40.37M","-0.94%"
"05/29/2013","272.11","276.64","276.64","268.50","62.71M","-1.96%"
"05/28/2013","277.55","281.37","283.70","276.03","50.52M","-1.04%"
"05/24/2013","280.47","280.70","280.74","277.60","32.29M","-0.33%"
"05/23/2013","281.39","284.49","284.49","279.48","49.13M","-1.50%"
"05/22/2013","285.67","292.89","295.39","284.22","42.52M","-2.44%"
"05/21/2013","292.81","291.66","293.25","291.66","32.20M","0.50%"
"05/20/2013","291.36","291.34","292.01","290.44","29.37M","-0.04%"
"05/17/2013","291.47","289.68","291.51","289.50","44.72M","0.72%"
"05/16/2013","289.40","290.19","291.19","288.68","40.10M","-0.39%"
"05/15/2013","290.54","288.09","290.54","286.75","41.90M","0.74%"
"05/14/2013","288.42","287.15","288.87","287.15","36.35M","0.48%"
"05/13/2013","287.04","286.46","287.13","285.76","35.59M","0.19%"
"05/10/2013","286.49","286.35","286.79","285.73","30.87M","0.19%"
"05/09/2013","285.94","288.01","288.04","285.58","35.26M","-0.71%"
"05/08/2013","287.99","287.28","288.24","286.43","38.31M","0.22%"
"05/07/2013","287.36","285.90","287.36","285.51","28.91M","0.54%"
"05/06/2013","285.83","284.59","285.83","284.57","29.14M","0.45%"
"05/03/2013","284.55","284.82","285.87","283.92","38.50M","0.00%"
"05/02/2013","284.55","283.60","285.27","283.48","27.41M","0.52%"
"05/01/2013","283.09","284.90","285.27","282.47","34.07M","-0.73%"
"04/30/2013","285.18","282.51","285.18","281.87","47.21M","0.96%"
"04/29/2013","282.48","280.90","282.54","280.48","26.38M","0.75%"
"04/26/2013","280.37","281.63","282.19","280.11","29.32M","-0.40%"
"04/25/2013","281.51","282.08","282.63","279.82","39.32M","-0.11%"
"04/24/2013","281.82","281.41","282.01","280.50","26.61M","0.27%"
"04/23/2013","281.07","279.97","281.60","279.31","27.79M","0.64%"
"04/22/2013","279.27","279.80","279.94","277.77","27.03M","-0.08%"
"04/19/2013","279.48","275.80","279.56","275.75","42.01M","1.39%"
"04/18/2013","275.66","276.00","276.18","274.26","34.49M","-0.05%"
"04/17/2013","275.80","278.51","278.51","274.02","37.15M","-1.27%"
"04/16/2013","279.36","275.67","279.42","274.88","35.49M","1.63%"
"04/15/2013","274.87","280.31","280.43","274.86","41.86M","-2.17%"
"04/12/2013","280.97","280.16","280.97","279.54","30.50M","0.15%"
"04/11/2013","280.56","279.14","281.54","279.05","33.92M","0.57%"
"04/10/2013","278.97","277.61","279.33","277.50","36.58M","0.59%"
"04/09/2013","277.32","277.76","278.27","275.90","36.61M","-0.09%"
"04/08/2013","277.56","274.58","277.56","273.61","26.40M","1.11%"
"04/05/2013","274.51","273.14","274.60","270.84","34.85M","0.20%"
"04/04/2013","273.95","270.31","274.11","270.31","32.21M","1.47%"
"04/03/2013","269.99","271.85","272.06","269.17","35.34M","-0.57%"
"04/02/2013","271.55","271.09","272.36","270.83","28.65M","0.36%"
"04/01/2013","270.57","269.87","270.57","268.71","33.00M","0.17%"
"03/28/2013","270.11","269.01","270.20","268.26","60.40M","0.45%"
"03/27/2013","268.90","268.18","268.97","267.10","30.42M","0.01%"
"03/26/2013","268.88","267.56","268.95","267.56","30.02M","0.65%"
"03/25/2013","267.14","267.80","268.91","266.66","33.23M","-0.07%"
"03/22/2013","267.32","266.03","267.56","266.03","28.00M","0.66%"
"03/21/2013","265.58","265.83","267.44","265.58","33.18M","-0.31%"
"03/20/2013","266.40","265.73","266.41","265.23","34.02M","0.54%"
"03/19/2013","264.98","266.52","267.00","263.72","47.34M","-0.56%"
"03/18/2013","266.47","266.67","266.91","265.63","46.14M","-0.55%"
"03/15/2013","267.94","267.94","268.02","266.45","101.93M","0.00%"
"03/14/2013","267.94","266.52","268.12","266.50","31.47M","0.59%"
"03/13/2013","266.37","266.27","266.86","265.27","29.17M","0.06%"
"03/12/2013","266.21","267.00","267.01","265.79","34.63M","-0.34%"
"03/11/2013","267.13","266.37","267.14","265.58","29.92M","0.24%"
"03/08/2013","266.49","266.67","267.15","264.95","29.97M","0.07%"
"03/07/2013","266.30","267.39","267.96","265.92","41.70M","-0.39%"
"03/06/2013","267.34","268.82","268.82","266.65","34.50M","-0.44%"
"03/05/2013","268.51","267.14","268.87","266.66","32.94M","0.75%"
"03/04/2013","266.50","264.33","266.94","264.30","39.82M","0.73%"
"03/01/2013","264.57","263.21","264.76","261.80","39.71M","0.34%"
"02/28/2013","263.68","263.70","265.03","263.32","92.94M","-0.08%"
"02/27/2013","263.88","261.51","264.92","261.27","37.77M","0.84%"
"02/26/2013","261.67","260.00","262.06","259.60","39.27M","0.85%"
"02/25/2013","259.46","264.66","265.20","259.46","34.50M","-1.74%"
"02/22/2013","264.05","262.35","264.05","262.35","28.79M","0.96%"
"02/21/2013","261.54","263.84","263.84","261.07","38.16M","-0.89%"
"02/20/2013","263.90","265.78","266.75","263.88","36.26M","-0.79%"
"02/19/2013","265.99","264.68","265.99","264.52","35.86M","0.60%"
"02/15/2013","264.41","263.88","264.41","263.28","48.40M","0.15%"
"02/14/2013","264.02","264.71","264.71","263.81","40.59M","-0.39%"
"02/13/2013","265.06","265.58","265.94","264.39","30.71M","-0.10%"
"02/12/2013","265.33","263.59","265.33","263.46","31.76M","0.58%"
"02/11/2013","263.79","263.53","263.93","263.26","27.23M","0.11%"
"02/08/2013","263.49","261.43","263.54","261.43","28.80M","0.89%"
"02/07/2013","261.16","262.33","262.72","260.65","32.89M","-0.42%"
"02/06/2013","262.26","261.27","262.42","260.91","29.45M","0.20%"
"02/05/2013","261.73","262.45","262.88","261.48","31.84M","-0.08%"
"02/04/2013","261.94","261.91","262.75","261.24","31.51M","-0.21%"
"02/01/2013","262.48","261.23","263.14","261.23","35.95M","0.53%"
"01/31/2013","261.09","262.66","262.66","260.56","52.30M","-0.65%"
"01/30/2013","262.80","265.03","265.03","262.34","31.40M","-0.88%"
"01/29/2013","265.14","264.38","265.18","264.38","36.87M","0.20%"
"01/28/2013","264.60","264.79","265.10","263.66","29.87M","-0.05%"
"01/25/2013","264.73","263.46","264.73","263.15","35.06M","0.49%"
"01/24/2013","263.44","263.02","264.18","262.60","28.74M","0.17%"
"01/23/2013","262.98","262.96","263.24","262.36","29.63M","0.00%"
"01/22/2013","262.97","261.51","262.97","261.43","27.82M","0.56%"
"01/18/2013","261.50","260.39","261.61","260.03","","0.45%"
"01/17/2013","260.34","259.65","260.82","259.65","","0.34%"
"01/16/2013","259.47","259.83","259.83","258.65","","-0.19%"
"01/15/2013","259.97","258.47","260.10","258.01","","0.50%"
"01/14/2013","258.68","258.43","258.71","258.03","","0.10%"
"01/11/2013","258.42","258.39","258.66","257.36","26.28M","0.00%"
"01/10/2013","258.42","258.40","258.73","257.36","34.99M","0.22%"
"01/09/2013","257.85","257.35","258.03","256.93","25.85M","0.40%"
"01/08/2013","256.81","257.07","257.38","256.01","24.97M","-0.12%"
"01/07/2013","257.11","256.72","257.31","256.02","28.08M","0.15%"
"01/04/2013","256.73","255.45","256.76","255.09","28.62M","0.58%"
"01/03/2013","255.24","255.36","256.30","254.76","29.00M","-0.07%"
"01/02/2013","255.43","252.40","255.55","252.40","39.29M","1.56%"
"12/31/2012","251.50","248.29","251.53","248.03","34.58M","1.11%"
"12/28/2012","248.75","249.59","250.96","248.71","26.24M","-0.79%"
"12/27/2012","250.72","250.12","251.40","248.02","26.47M","0.13%"
"12/26/2012","250.39","251.96","251.96","249.95","25.37M","-0.69%"
"12/24/2012","252.14","251.42","252.61","250.81","13.59M","0.13%"
"12/21/2012","251.82","252.66","252.66","251.18","87.91M","-0.44%"
"12/20/2012","252.93","249.79","252.93","249.74","30.40M","1.31%"
"12/19/2012","249.67","250.25","250.64","249.61","33.79M","-0.21%"
"12/18/2012","250.20","248.12","250.22","247.96","35.53M","0.93%"
"12/17/2012","247.89","246.83","247.91","246.42","29.47M","0.64%"
"12/14/2012","246.31","246.67","246.89","245.74","26.73M","-0.06%"
"12/13/2012","246.46","248.18","248.18","245.77","26.27M","-0.88%"
"12/12/2012","248.64","249.07","249.45","247.46","27.44M","-0.17%"
"12/11/2012","249.07","249.24","250.00","248.61","29.03M","0.11%"
"12/10/2012","248.79","248.49","249.62","248.21","25.18M","0.09%"
"12/07/2012","248.57","247.56","248.59","247.56","26.21M","0.42%"
"12/06/2012","247.52","245.60","247.55","245.60","30.00M","0.88%"
"12/05/2012","245.37","246.54","246.54","244.34","28.71M","-0.39%"
"12/04/2012","246.34","246.07","247.69","245.85","30.89M","0.01%"
"12/03/2012","246.32","246.26","247.56","245.68","25.85M","0.28%"
"11/30/2012","245.62","244.63","246.19","244.63","73.59M","0.42%"
"11/29/2012","244.60","244.24","244.87","242.80","41.24M","0.51%"
"11/28/2012","243.36","243.07","243.55","240.98","30.46M","-0.10%"
"11/27/2012","243.60","244.17","245.48","241.71","34.49M","-0.51%"
"11/26/2012","244.85","244.43","246.12","243.11","30.92M","0.07%"
"11/23/2012","244.69","242.95","244.70","242.71","11.63M","0.93%"
"11/21/2012","242.43","242.83","243.36","241.26","24.75M","-0.09%"
"11/20/2012","242.65","241.38","242.65","240.24","28.10M","0.48%"
"11/19/2012","241.49","239.99","242.36","239.99","33.60M","1.10%"
"11/16/2012","238.86","236.51","239.04","235.76","45.13M","1.07%"
"11/15/2012","236.33","236.78","238.63","234.95","42.75M","-0.32%"
"11/14/2012","237.09","242.19","242.23","236.48","47.70M","-2.11%"
"11/13/2012","242.19","241.89","243.60","241.44","38.70M","-0.36%"
"11/12/2012","243.07","243.91","243.96","242.44","13.27M","-0.18%"
"11/09/2012","243.51","243.47","245.17","242.42","29.39M","-0.22%"
"11/08/2012","244.05","246.44","246.70","244.04","33.26M","-1.08%"
"11/07/2012","246.72","247.26","247.84","245.45","46.76M","-0.58%"
"11/06/2012","248.15","248.13","248.64","246.74","32.89M","0.15%"
"11/05/2012","247.79","249.03","249.03","246.08","25.38M","-0.58%"
"11/02/2012","249.24","248.94","251.00","248.85","36.60M","0.45%"
"11/01/2012","248.13","247.77","248.98","246.92","38.08M","0.15%"
"10/31/2012","247.77","245.15","247.77","245.15","57.19M","1.19%"
"10/26/2012","244.85","246.50","246.50","243.49","35.73M","-0.66%"
"10/25/2012","246.48","248.30","249.49","244.30","32.44M","-0.42%"
"10/24/2012","247.53","247.45","248.69","246.73","31.27M","0.03%"
"10/23/2012","247.45","249.18","249.18","245.71","29.97M","-0.95%"
"10/22/2012","249.83","250.80","250.85","248.49","29.38M","-0.46%"
"10/19/2012","250.98","253.06","253.86","250.65","39.97M","-0.86%"
"10/18/2012","253.15","250.55","253.24","250.49","34.53M","1.01%"
"10/17/2012","250.62","250.56","251.07","249.15","37.92M","0.04%"
"10/16/2012","250.53","249.96","250.78","249.89","28.96M","0.47%"
"10/15/2012","249.37","247.57","249.38","245.90","50.03M","0.79%"
"10/12/2012","247.42","248.47","249.67","247.27","29.30M","-0.42%"
"10/11/2012","248.47","249.33","250.06","248.46","32.89M","-0.07%"
"10/10/2012","248.65","248.32","249.27","247.67","39.50M","0.17%"
"10/09/2012","248.23","249.53","250.65","248.15","26.97M","-0.53%"
"10/08/2012","249.56","249.61","249.73","248.70","20.38M","-0.27%"
"10/05/2012","250.23","249.64","251.55","249.55","24.66M","0.25%"
"10/04/2012","249.61","250.97","251.76","249.07","31.80M","-0.34%"
"10/03/2012","250.46","249.88","252.11","249.51","31.88M","0.37%"
"10/02/2012","249.53","248.24","249.54","247.70","28.31M","0.72%"
"10/01/2012","247.74","249.63","250.12","245.59","32.39M","-0.64%"
"09/28/2012","249.34","249.10","250.40","248.04","41.99M","-0.15%"
"09/27/2012","249.72","249.16","251.08","248.80","32.89M","0.39%"
"09/26/2012","248.75","249.44","250.35","248.44","38.99M","-0.28%"
"09/25/2012","249.46","253.53","253.95","249.41","44.98M","-1.42%"
"09/24/2012","253.05","253.00","254.48","252.73","32.60M","-0.18%"
"09/21/2012","253.51","253.74","254.46","253.50","88.42M","0.01%"
"09/20/2012","253.48","255.96","255.96","252.77","37.47M","-1.24%"
"09/19/2012","256.65","257.93","258.10","256.65","37.25M","-0.56%"
"09/18/2012","258.10","260.24","260.24","257.53","28.58M","-0.90%"
"09/17/2012","260.44","261.67","262.56","260.20","28.66M","-0.46%"
"09/14/2012","261.65","260.51","263.53","260.51","37.97M","0.46%"
"09/13/2012","260.46","257.15","260.73","256.98","33.19M","1.29%"
"09/12/2012","257.14","256.67","257.25","255.90","27.20M","0.32%"
"09/11/2012","256.32","255.10","256.44","254.93","25.84M","0.42%"
"09/10/2012","255.24","256.90","256.90","255.10","24.80M","-0.72%"
"09/07/2012","257.08","257.02","257.63","256.42","23.54M","0.13%"
"09/06/2012","256.75","255.31","256.80","255.31","34.04M","0.85%"
"09/05/2012","254.58","255.16","255.23","253.50","29.86M","-0.18%"
"09/04/2012","255.04","253.30","255.08","251.59","27.35M","0.69%"
"08/31/2012","253.30","252.55","253.62","251.42","50.50M","0.30%"
"08/30/2012","252.53","252.07","252.80","251.58","18.56M","-0.19%"
"08/29/2012","253.01","252.81","253.46","252.39","18.21M","0.09%"
"08/28/2012","252.77","251.72","253.06","250.92","19.74M","0.28%"
"08/27/2012","252.06","251.95","252.52","250.90","19.20M","0.26%"
"08/24/2012","251.41","250.11","251.92","249.57","21.72M","0.43%"
"08/23/2012","250.34","250.86","251.35","249.93","27.17M","-0.34%"
"08/22/2012","251.20","250.85","251.29","248.76","22.07M","-0.02%"
"08/21/2012","251.24","251.60","252.31","250.97","25.29M","-0.03%"
"08/20/2012","251.32","251.67","251.80","249.82","26.62M","-0.21%"
"08/17/2012","251.86","251.45","251.93","250.87","30.01M","0.17%"
"08/16/2012","251.44","250.06","251.54","249.01","25.86M","0.53%"
"08/15/2012","250.11","249.11","250.57","249.01","19.58M","0.30%"
"08/14/2012","249.37","249.84","250.45","249.01","22.72M","-0.06%"
"08/13/2012","249.52","249.21","249.92","248.45","18.70M","0.04%"
"08/10/2012","249.43","248.75","249.68","248.57","20.50M","0.15%"
"08/09/2012","249.06","249.32","250.60","248.81","27.23M","-0.18%"
"08/08/2012","249.51","250.67","250.68","248.89","28.13M","-0.69%"
"08/07/2012","251.25","254.29","254.29","251.04","45.25M","-1.07%"
"08/06/2012","253.97","255.36","255.93","253.94","27.74M","-0.37%"
"08/03/2012","254.92","253.87","255.83","253.87","29.99M","0.78%"
"08/02/2012","252.94","252.76","252.94","250.68","32.14M","0.07%"
"08/01/2012","252.77","254.01","256.14","252.76","39.60M","-0.30%"
"07/31/2012","253.53","253.66","254.21","252.75","45.98M","-0.09%"
"07/30/2012","253.76","253.22","254.70","252.86","26.88M","0.18%"
"07/27/2012","253.30","251.09","254.65","251.06","37.77M","1.17%"
"07/26/2012","250.38","249.19","252.34","249.15","38.99M","0.81%"
"07/25/2012","248.37","248.93","249.40","247.01","29.70M","0.01%"
"07/24/2012","248.35","249.20","250.12","246.90","33.93M","-0.36%"
"07/23/2012","249.25","250.59","250.59","247.74","28.49M","-0.55%"
"07/20/2012","250.62","251.36","251.46","249.68","48.72M","-0.44%"
"07/19/2012","251.72","253.99","253.99","250.14","32.29M","-0.78%"
"07/18/2012","253.71","255.47","255.47","253.00","41.44M","-0.95%"
"07/17/2012","256.15","254.28","256.57","252.82","32.41M","0.93%"
"07/16/2012","253.78","253.11","254.18","252.55","26.87M","0.25%"
"07/13/2012","253.14","250.26","253.16","250.25","39.01M","1.31%"
"07/12/2012","249.87","248.35","251.00","246.79","35.27M","0.29%"
"07/11/2012","249.14","248.59","249.56","247.37","38.27M","0.23%"
"07/10/2012","248.57","252.03","252.68","247.48","37.50M","-1.22%"
"07/09/2012","251.64","251.18","251.78","250.13","30.87M","0.17%"
"07/06/2012","251.21","249.60","251.52","249.17","22.34M","0.21%"
"07/05/2012","250.69","251.81","252.27","250.21","25.31M","-0.55%"
"07/03/2012","252.08","250.80","252.68","250.54","19.17M","0.53%"
"07/02/2012","250.74","248.78","250.74","247.80","36.62M","0.94%"
"06/29/2012","248.40","243.28","248.41","243.28","47.01M","2.37%"
"06/28/2012","242.64","239.59","242.67","238.07","33.85M","0.95%"
"06/27/2012","240.36","239.85","240.56","238.57","30.98M","0.31%"
"06/26/2012","239.62","238.77","240.54","237.97","31.30M","0.53%"
"06/25/2012","238.36","238.50","239.10","237.02","27.79M","-0.56%"
"06/22/2012","239.70","240.74","240.99","238.47","106.60M","0.01%"
"06/21/2012","239.67","243.96","244.18","239.47","42.98M","-1.64%"
"06/20/2012","243.67","244.15","244.58","242.28","36.84M","-0.15%"
"06/19/2012","244.04","243.38","245.38","242.40","35.57M","0.44%"
"06/18/2012","242.98","240.43","243.96","239.86","31.76M","0.70%"
"06/15/2012","241.28","239.88","241.37","239.30","68.29M","0.60%"
"06/14/2012","239.85","236.95","240.51","236.52","31.73M","1.42%"
"06/13/2012","236.50","237.92","239.24","235.54","28.51M","-0.59%"
"06/12/2012","237.91","236.05","237.94","234.46","27.04M","1.09%"
"06/11/2012","235.35","241.08","241.66","235.22","32.86M","-2.03%"
"06/08/2012","240.22","237.06","240.22","236.61","24.22M","1.30%"
"06/07/2012","237.13","239.80","241.07","236.74","33.84M","-0.68%"
"06/06/2012","238.75","234.44","238.75","234.44","36.23M","2.23%"
"06/05/2012","233.55","229.01","234.06","228.70","32.56M","1.78%"
"06/04/2012","229.46","230.67","231.18","227.76","33.73M","-0.53%"
"06/01/2012","230.69","236.63","236.63","230.43","42.93M","-2.52%"
"05/31/2012","236.66","235.35","238.42","233.27","72.93M","0.63%"
"05/30/2012","235.17","240.25","240.25","235.16","41.65M","-2.36%"
"05/29/2012","240.85","238.46","240.86","238.41","28.22M","1.45%"
"05/25/2012","237.41","238.34","239.07","236.82","20.12M","-0.39%"
"05/24/2012","238.33","237.83","239.40","235.84","25.35M","0.37%"
"05/23/2012","237.46","235.79","237.70","233.17","30.61M","0.32%"
"05/22/2012","236.71","236.74","238.05","235.68","30.62M","0.19%"
"05/21/2012","236.25","231.62","236.59","231.62","30.92M","2.17%"
"05/18/2012","231.23","234.08","235.49","230.72","44.87M","-1.08%"
"05/17/2012","233.76","240.56","240.56","233.76","42.72M","-2.79%"
"05/16/2012","240.48","243.91","244.34","240.37","31.13M","-1.22%"
"05/15/2012","243.44","244.30","244.81","242.72","30.60M","-0.44%"
"05/14/2012","244.51","247.65","247.65","244.50","31.31M","-1.27%"
"05/11/2012","247.66","246.14","248.39","245.15","29.15M","0.24%"
"05/10/2012","247.07","247.86","248.26","245.71","30.34M","0.09%"
"05/09/2012","246.84","246.35","248.50","244.97","33.75M","-0.33%"
"05/08/2012","247.65","247.23","247.83","245.38","30.71M","-0.15%"
"05/07/2012","248.01","246.00","248.61","245.55","27.71M","0.63%"
"05/04/2012","246.46","247.90","247.90","245.94","30.17M","-0.90%"
"05/03/2012","248.71","249.73","250.94","248.67","35.40M","-0.39%"
"05/02/2012","249.69","248.99","250.07","247.47","26.66M","-0.06%"
"05/01/2012","249.85","247.72","251.40","247.33","32.90M","0.87%"
"04/30/2012","247.70","247.78","247.83","246.04","37.86M","-0.15%"
"04/27/2012","248.08","247.01","248.52","246.07","29.52M","0.56%"
"04/26/2012","246.69","245.62","247.11","244.81","29.95M","0.28%"
"04/25/2012","246.01","244.17","246.01","244.17","34.72M","1.11%"
"04/24/2012","243.30","240.32","243.31","240.32","30.57M","1.41%"
"04/23/2012","239.91","241.03","241.03","238.42","32.05M","-1.10%"
"04/20/2012","242.59","240.12","243.35","240.12","31.51M","1.16%"
"04/19/2012","239.82","240.11","241.16","238.73","28.40M","-0.03%"
"04/18/2012","239.90","240.73","241.19","239.88","23.31M","-0.67%"
"04/17/2012","241.51","240.28","242.22","238.88","31.46M","0.88%"
"04/16/2012","239.40","237.51","240.53","237.22","28.30M","1.38%"
"04/13/2012","236.15","237.51","237.78","235.95","25.51M","-0.69%"
"04/12/2012","237.80","234.60","237.80","234.02","30.00M","1.38%"
"04/11/2012","234.56","232.57","234.60","232.57","35.35M","1.31%"
"04/10/2012","231.52","236.09","236.84","231.33","47.45M","-1.99%"
"04/09/2012","236.23","237.91","237.91","234.86","30.32M","-1.00%"
"04/05/2012","238.61","238.99","239.67","237.94","23.67M","-0.39%"
"04/04/2012","239.55","242.02","242.02","238.67","31.27M","-1.03%"
"04/03/2012","242.04","242.82","243.39","241.25","41.83M","-0.48%"
"04/02/2012","243.21","241.58","243.50","241.17","35.71M","0.59%"
"03/30/2012","241.78","240.48","242.17","240.48","48.02M","0.86%"
"03/29/2012","239.71","238.66","239.91","237.00","30.90M","0.05%"
"03/28/2012","239.59","240.26","240.26","237.56","34.20M","-0.47%"
"03/27/2012","240.73","241.07","242.18","240.49","34.33M","-0.01%"
"03/26/2012","240.76","239.48","241.35","239.42","32.03M","0.93%"
"03/23/2012","238.53","237.39","239.34","236.29","28.59M","0.55%"
"03/22/2012","237.23","239.33","239.33","235.94","31.92M","-1.30%"
"03/21/2012","240.35","240.93","241.54","240.35","27.50M","-0.24%"
"03/20/2012","240.93","240.72","241.61","240.03","29.62M","-0.30%"
"03/19/2012","241.65","239.88","242.48","239.21","32.54M","0.70%"
"03/16/2012","239.97","239.02","240.14","238.86","63.24M","0.41%"
"03/15/2012","239.00","238.90","239.45","237.93","32.93M","0.08%"
"03/14/2012","238.80","239.57","240.56","237.66","33.43M","-0.38%"
"03/13/2012","239.72","235.64","239.92","235.64","40.37M","2.03%"
"03/12/2012","234.96","233.87","235.78","233.87","29.87M","0.49%"
"03/09/2012","233.82","233.03","234.46","232.37","35.86M","0.49%"
"03/08/2012","232.67","233.45","234.01","232.00","45.92M","-0.37%"
"03/07/2012","233.54","232.70","233.58","231.13","29.43M","0.53%"
"03/06/2012","232.32","234.77","234.77","232.07","35.60M","-1.41%"
"03/05/2012","235.65","233.72","235.65","232.76","26.93M","0.77%"
"03/02/2012","233.85","234.05","234.80","233.18","30.44M","-0.09%"
"03/01/2012","234.05","232.84","234.24","232.74","40.52M","0.59%"
"02/29/2012","232.67","233.35","234.73","232.20","46.98M","-0.13%"
"02/28/2012","232.98","234.82","235.22","232.46","27.77M","-0.74%"
"02/27/2012","234.72","234.28","234.99","231.93","27.40M","-0.10%"
"02/24/2012","234.95","234.76","235.69","233.63","24.51M","0.13%"
"02/23/2012","234.64","231.66","234.64","231.54","30.17M","1.32%"
"02/22/2012","231.59","233.26","234.18","231.54","36.17M","-0.84%"
"02/21/2012","233.55","236.55","236.55","232.81","32.83M","-1.22%"
"02/20/2012","236.43","236.56","236.86","235.15","","0.00%"
"02/17/2012","236.43","236.56","236.86","235.15","32.81M","0.02%"
"02/16/2012","236.39","234.29","236.62","234.29","34.66M","0.92%"
"02/15/2012","234.24","235.56","235.99","233.47","33.51M","-0.43%"
"02/14/2012","235.24","237.40","237.40","234.12","30.91M","-1.15%"
"02/13/2012","237.97","236.46","238.17","236.33","26.84M","1.16%"
"02/10/2012","235.25","236.14","236.63","234.71","30.61M","-0.85%"
"02/09/2012","237.27","239.03","239.35","236.06","33.37M","-0.69%"
"02/08/2012","238.91","238.85","239.57","237.18","36.18M","-0.04%"
"02/07/2012","239.00","238.73","239.49","238.34","29.27M","-0.13%"
"02/06/2012","239.31","239.87","240.06","238.35","26.66M","-0.44%"
"02/03/2012","240.37","237.95","240.38","237.95","41.51M","1.44%"
"02/02/2012","236.96","236.76","237.09","235.92","32.83M","0.12%"
"02/01/2012","236.67","235.78","236.92","235.56","43.18M","0.77%"
"01/31/2012","234.87","234.26","235.06","233.17","61.75M","0.57%"
"01/30/2012","233.53","234.59","234.59","232.61","31.77M","-0.90%"
"01/27/2012","235.65","234.57","236.14","233.64","32.85M","0.17%"
"01/26/2012","235.25","229.15","236.52","228.37","35.05M","0.56%"
"01/25/2012","233.95","229.15","234.06","228.37","34.26M","1.27%"
"01/24/2012","231.01","229.15","231.08","228.37","31.58M","0.52%"
"01/23/2012","229.82","229.15","230.53","228.37","31.13M","0.28%"
"01/20/2012","229.18","227.72","229.18","226.85","41.86M","0.57%"
"01/19/2012","227.88","226.90","228.46","226.49","33.18M","0.58%"
"01/18/2012","226.57","225.13","227.10","225.01","30.96M","0.68%"
"01/17/2012","225.03","224.30","226.60","224.30","32.50M","0.63%"
"01/13/2012","223.63","222.41","223.68","221.03","36.46M","0.23%"
"01/12/2012","223.12","224.38","224.39","221.62","39.36M","-0.51%"
"01/11/2012","224.26","222.27","224.55","221.66","30.86M","0.76%"
"01/10/2012","222.56","219.79","223.37","219.79","31.81M","1.27%"
"01/09/2012","219.77","220.50","220.97","219.33","25.63M","-0.22%"
"01/06/2012","220.25","221.14","222.04","219.50","30.24M","-0.33%"
"01/05/2012","220.98","218.73","221.28","217.51","33.98M","0.94%"
"01/04/2012","218.93","221.70","221.70","218.42","37.77M","-1.37%"
"01/03/2012","221.97","220.81","226.20","220.35","38.36M","0.71%"
"12/30/2011","220.40","221.71","222.93","220.38","30.30M","-0.51%"
"12/29/2011","221.52","219.55","221.96","219.55","24.78M","0.90%"
"12/28/2011","219.55","222.80","222.80","219.55","28.96M","-1.45%"
"12/27/2011","222.79","221.47","224.09","220.67","23.97M","0.26%"
"12/23/2011","222.22","222.09","222.31","220.75","19.12M","0.42%"
"12/22/2011","221.28","219.27","222.33","219.27","35.29M","1.24%"
"12/21/2011","218.57","217.97","218.97","216.60","30.88M","0.20%"
"12/20/2011","218.14","211.74","218.40","211.74","39.79M","3.14%"
